device,activeDuration,bestScore,bestScoreIndex,bestSubMeanCount,bestSubMeanRatio,consecutivePlayRatio,meanScore,playCount,sdScore,worstScore,firstPlayTime,lastPlayTime,individualOPEnd,individualCPEnd,playsInCP,is_churned,observationPeriodDays,churnPredictionDays
355341051851284,70.96416666666667,53,0.4,6.2,1.4090909090909092,0.75,22.0,5,20.77257807784099,0,2015-11-29 11:40:36,2015-12-02 10:38:27,2015-12-04 11:40:36,2015-12-14 11:40:36,0,1,5,10
35534105185745,0.0,227,0.0,0.0,0.0,0.0,227.0,1,0.0,227,2015-03-26 13:04:22,2015-03-26 13:04:22,2015-03-31 13:04:22,2015-04-10 13:04:22,0,1,5,10
35534105193482,0.0,656,0.0,0.0,0.0,0.0,656.0,1,0.0,656,2015-01-17 17:46:38,2015-01-17 17:46:38,2015-01-22 17:46:38,2015-02-01 17:46:38,0,1,5,10
35534105193866,0.0,667,0.0,0.0,0.0,0.0,667.0,1,0.0,667,2015-03-18 22:59:28,2015-03-18 22:59:28,2015-03-23 22:59:28,2015-04-02 22:59:28,0,1,5,10
35534105196745,0.0,216,0.0,0.0,0.0,0.0,216.0,1,0.0,216,2015-06-20 05:12:08,2015-06-20 05:12:08,2015-06-25 05:12:08,2015-07-05 05:12:08,0,1,5,10
35534105198420,3.3155555555555556,410,0.0,46.0,0.2893081761006289,1.0,318.0,2,130.10764773832474,226,2015-08-15 07:26:52,2015-08-15 10:45:48,2015-08-20 07:26:52,2015-08-30 07:26:52,0,1,5,10
35534105202522,0.0,331,0.0,0.0,0.0,0.0,331.0,1,0.0,331,2015-02-10 00:15:03,2015-02-10 00:15:03,2015-02-15 00:15:03,2015-02-25 00:15:03,0,1,5,10
35534105204087,0.0,7,0.0,0.0,0.0,0.0,7.0,1,0.0,7,2015-02-28 07:52:35,2015-02-28 07:52:35,2015-03-05 07:52:35,2015-03-15 07:52:35,0,1,5,10
35534105207458,0.0,50,0.0,0.0,0.0,0.0,50.0,1,0.0,50,2015-10-18 04:38:40,2015-10-18 04:38:40,2015-10-23 04:38:40,2015-11-02 04:38:40,0,1,5,10
35534105211191,44.49055555555555,1313,0.0,162.5,2.8846153846153846,0.8,338.0,6,491.14804285469774,20,2015-05-23 11:54:01,2015-05-25 08:23:27,2015-05-28 11:54:01,2015-06-07 11:54:01,1,0,5,10
35534105211842,0.12305555555555556,717,0.75,105.5,1.4305084745762713,1.0,295.0,4,290.2745826512086,60,2015-02-01 05:09:33,2015-02-01 05:16:56,2015-02-06 05:09:33,2015-02-16 05:09:33,0,1,5,10
35534105212631,0.0,122,0.0,0.0,0.0,0.0,122.0,1,0.0,122,2015-05-03 03:45:50,2015-05-03 03:45:50,2015-05-08 03:45:50,2015-05-18 03:45:50,0,1,5,10
35534105214051,0.0725,688,0.5,170.5,0.9827089337175793,1.0,347.0,2,482.2468247692254,6,2015-04-22 06:51:50,2015-04-22 06:56:11,2015-04-27 06:51:50,2015-05-07 06:51:50,0,1,5,10
35534105214075,0.0,2280,0.0,0.0,0.0,0.0,2280.0,1,0.0,2280,2015-02-28 06:14:33,2015-02-28 06:14:33,2015-03-05 06:14:33,2015-03-15 06:14:33,0,1,5,10
35534105214458,0.03944444444444444,154,0.6666666666666666,21.333333333333332,0.7111111111111111,1.0,90.0,3,73.32121111929344,10,2015-05-13 22:36:10,2015-05-13 22:38:32,2015-05-18 22:36:10,2015-05-28 22:36:10,0,1,5,10
355341052147260,0.0,338,0.0,0.0,0.0,0.0,338.0,1,0.0,338,2015-10-25 08:53:58,2015-10-25 08:53:58,2015-10-30 08:53:58,2015-11-09 08:53:58,0,1,5,10
35534105217611,0.0,3,0.0,0.0,0.0,0.0,3.0,1,0.0,3,2015-04-07 10:21:13,2015-04-07 10:21:13,2015-04-12 10:21:13,2015-04-22 10:21:13,0,1,5,10
35534105217720,0.12333333333333334,601,0.6666666666666666,63.77777777777777,0.46704637917005687,1.0,409.6666666666667,3,299.9272133924051,64,2015-02-18 07:08:58,2015-02-18 07:16:22,2015-02-23 07:08:58,2015-03-05 07:08:58,0,1,5,10
35534105218922,4.615555555555556,1216,0.5,227.75,2.9868852459016395,1.0,305.0,4,607.3362605125214,0,2015-03-15 23:56:28,2015-03-16 04:33:24,2015-03-20 23:56:28,2015-03-30 23:56:28,0,1,5,10
355341052224564,0.0,467,0.0,0.0,0.0,0.0,467.0,1,0.0,467,2016-02-06 18:02:58,2016-02-06 18:02:58,2016-02-11 18:02:58,2016-02-21 18:02:58,0,1,5,10
35534105226661,0.0225,45,0.0,3.25,0.16883116883116883,1.0,38.5,2,9.192388155425117,32,2016-03-27 04:48:19,2016-03-27 04:49:40,2016-04-01 04:48:19,2016-04-11 04:48:19,0,1,5,10
35534105229127,0.0,259,0.0,0.0,0.0,0.0,259.0,1,0.0,259,2015-03-07 09:40:31,2015-03-07 09:40:31,2015-03-12 09:40:31,2015-03-22 09:40:31,0,1,5,10
355341052295259,0.0,1139,0.0,0.0,0.0,0.0,1139.0,1,0.0,1139,2016-05-14 10:57:45,2016-05-14 10:57:45,2016-05-19 10:57:45,2016-05-29 10:57:45,0,1,5,10
355341052299558,0.0,1261,0.0,0.0,0.0,0.0,1261.0,1,0.0,1261,2015-03-30 13:57:21,2015-03-30 13:57:21,2015-04-04 13:57:21,2015-04-14 13:57:21,0,1,5,10
35534105235970,0.0,714,0.0,0.0,0.0,0.0,714.0,1,0.0,714,2015-09-19 23:06:14,2015-09-19 23:06:14,2015-09-24 23:06:14,2015-10-04 23:06:14,0,1,5,10
35534105240421,0.0,83,0.0,0.0,0.0,0.0,83.0,1,0.0,83,2015-05-02 14:06:47,2015-05-02 14:06:47,2015-05-07 14:06:47,2015-05-17 14:06:47,0,1,5,10
35534105244930,0.0,49,0.0,0.0,0.0,0.0,49.0,1,0.0,49,2016-03-30 10:16:18,2016-03-30 10:16:18,2016-04-04 10:16:18,2016-04-14 10:16:18,0,1,5,10
35534105248230,0.0,170,0.0,0.0,0.0,0.0,170.0,1,0.0,170,2015-04-30 10:07:09,2015-04-30 10:07:09,2015-05-05 10:07:09,2015-05-15 10:07:09,0,1,5,10
35534105250611,6.025,699,0.8333333333333334,55.19444444444445,0.900317172632533,1.0,367.8333333333333,6,217.69650127337064,20,2015-01-31 10:31:23,2015-01-31 16:32:53,2015-02-05 10:31:23,2015-02-15 10:31:23,0,1,5,10
35534105251032,5.723055555555556,297,0.3333333333333333,43.888888888888886,0.7963709677419354,1.0,165.33333333333334,3,140.15824390071865,18,2015-03-01 08:54:35,2015-03-01 14:37:58,2015-03-06 08:54:35,2015-03-16 08:54:35,0,1,5,10
355342050107918,0.0,294,0.0,0.0,0.0,0.0,294.0,1,0.0,294,2015-03-02 15:31:47,2015-03-02 15:31:47,2015-03-07 15:31:47,2015-03-17 15:31:47,0,1,5,10
355342050124152,8.250277777777777,1132,0.5,154.25,1.1980582524271846,1.0,515.0,4,523.4239836563345,72,2015-03-07 04:22:28,2015-03-07 12:37:29,2015-03-12 04:22:28,2015-03-22 04:22:28,0,1,5,10
355342050183919,0.0,640,0.0,0.0,0.0,0.0,640.0,1,0.0,640,2015-08-13 08:32:03,2015-08-13 08:32:03,2015-08-18 08:32:03,2015-08-28 08:32:03,0,1,5,10
355342050196721,0.0,436,0.0,0.0,0.0,0.0,436.0,1,0.0,436,2015-01-24 12:44:17,2015-01-24 12:44:17,2015-01-29 12:44:17,2015-02-08 12:44:17,0,1,5,10
355342050215505,0.0,887,0.0,0.0,0.0,0.0,887.0,1,0.0,887,2015-09-26 14:22:36,2015-09-26 14:22:36,2015-10-01 14:22:36,2015-10-11 14:22:36,0,1,5,10
355342050250585,0.0,539,0.0,0.0,0.0,0.0,539.0,1,0.0,539,2015-08-02 00:39:00,2015-08-02 00:39:00,2015-08-07 00:39:00,2015-08-17 00:39:00,0,1,5,10
355342050311981,0.0,84,0.0,0.0,0.0,0.0,84.0,1,0.0,84,2015-07-12 02:06:22,2015-07-12 02:06:22,2015-07-17 02:06:22,2015-07-27 02:06:22,0,1,5,10
355342050325254,0.0,55,0.0,0.0,0.0,0.0,55.0,1,0.0,55,2015-05-05 00:51:03,2015-05-05 00:51:03,2015-05-10 00:51:03,2015-05-20 00:51:03,0,1,5,10
355342050350674,0.0,1016,0.0,0.0,0.0,0.0,1016.0,1,0.0,1016,2015-01-20 15:36:48,2015-01-20 15:36:48,2015-01-25 15:36:48,2015-02-04 15:36:48,0,1,5,10
355342050374179,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,2015-07-19 01:11:45,2015-07-19 01:11:45,2015-07-24 01:11:45,2015-08-03 01:11:45,0,1,5,10
355342050375473,22.963333333333335,765,0.5,62.25,0.19437939110070257,1.0,640.5,2,176.06958851545033,516,2015-08-24 08:47:43,2015-08-25 07:45:31,2015-08-29 08:47:43,2015-09-08 08:47:43,0,1,5,10
355342050379343,0.010833333333333334,467,0.0,113.25,0.9417879417879418,1.0,240.5,2,320.319371877506,14,2015-09-12 16:10:56,2015-09-12 16:11:35,2015-09-17 16:10:56,2015-09-27 16:10:56,0,1,5,10
355342050385753,0.06388888888888888,592,0.5,130.25,0.7858220211161387,1.0,331.5,2,368.4026329981913,71,2015-04-26 01:14:50,2015-04-26 01:18:40,2015-05-01 01:14:50,2015-05-11 01:14:50,0,1,5,10
355342050422796,0.012777777777777779,101,0.0,23.5,0.8703703703703703,1.0,54.0,2,66.46803743153546,7,2015-08-08 13:17:40,2015-08-08 13:18:26,2015-08-13 13:17:40,2015-08-23 13:17:40,0,1,5,10
355342050436119,0.0,580,0.0,0.0,0.0,0.0,580.0,1,0.0,580,2016-01-16 03:12:12,2016-01-16 03:12:12,2016-01-21 03:12:12,2016-01-31 03:12:12,0,1,5,10
355342050584413,0.0,87,0.0,0.0,0.0,0.0,87.0,1,0.0,87,2015-07-10 09:14:49,2015-07-10 09:14:49,2015-07-15 09:14:49,2015-07-25 09:14:49,0,1,5,10
355342050624755,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,1,2015-02-17 04:30:48,2015-02-17 04:30:48,2015-02-22 04:30:48,2015-03-04 04:30:48,0,1,5,10
355342050643383,0.0,1105,0.0,0.0,0.0,0.0,1105.0,1,0.0,1105,2015-03-15 15:05:37,2015-03-15 15:05:37,2015-03-20 15:05:37,2015-03-30 15:05:37,0,1,5,10
355342050652905,19.645,745,0.5,54.75,0.17230527143981117,1.0,635.5,2,154.8563850798539,526,2015-05-07 15:30:04,2015-05-08 11:08:46,2015-05-12 15:30:04,2015-05-22 15:30:04,0,1,5,10
355342050713988,0.0,53,0.0,0.0,0.0,0.0,53.0,1,0.0,53,2016-02-20 02:51:49,2016-02-20 02:51:49,2016-02-25 02:51:49,2016-03-06 02:51:49,0,1,5,10
355342050765699,0.0,552,0.0,0.0,0.0,0.0,552.0,1,0.0,552,2015-06-30 09:33:50,2015-06-30 09:33:50,2015-07-05 09:33:50,2015-07-15 09:33:50,0,1,5,10
355342050778205,0.0,14,0.0,0.0,0.0,0.0,14.0,1,0.0,14,2015-12-21 11:49:35,2015-12-21 11:49:35,2015-12-26 11:49:35,2016-01-05 11:49:35,0,1,5,10
355342050789731,0.0,127,0.0,0.0,0.0,0.0,127.0,1,0.0,127,2015-12-17 07:39:24,2015-12-17 07:39:24,2015-12-22 07:39:24,2016-01-01 07:39:24,0,1,5,10
355342050918850,0.0,481,0.0,0.0,0.0,0.0,481.0,1,0.0,481,2015-05-24 06:28:34,2015-05-24 06:28:34,2015-05-29 06:28:34,2015-06-08 06:28:34,0,1,5,10
355342050921854,0.0,141,0.0,0.0,0.0,0.0,141.0,1,0.0,141,2015-01-14 11:37:24,2015-01-14 11:37:24,2015-01-19 11:37:24,2015-01-29 11:37:24,0,1,5,10
355342050931176,0.0,307,0.0,0.0,0.0,0.0,307.0,1,0.0,307,2015-06-11 07:52:34,2015-06-11 07:52:34,2015-06-16 07:52:34,2015-06-26 07:52:34,0,1,5,10
355342050938213,0.012777777777777779,1106,0.0,275.75,0.9945897204688909,1.0,554.5,2,779.938779648762,3,2015-04-08 09:59:58,2015-04-08 10:00:44,2015-04-13 09:59:58,2015-04-23 09:59:58,0,1,5,10
355342051064951,0.0,885,0.0,0.0,0.0,0.0,885.0,1,0.0,885,2015-02-23 15:34:12,2015-02-23 15:34:12,2015-02-28 15:34:12,2015-03-10 15:34:12,0,1,5,10
355342051188925,0.0,27,0.0,0.0,0.0,0.0,27.0,1,0.0,27,2015-08-05 13:05:00,2015-08-05 13:05:00,2015-08-10 13:05:00,2015-08-20 13:05:00,0,1,5,10
355342051192232,0.5075,6097,0.5,657.5,0.27498954412379756,1.0,4782.0,2,1859.69083452062,3467,2015-02-14 10:08:06,2015-02-14 10:38:33,2015-02-19 10:08:06,2015-03-01 10:08:06,0,1,5,10
355342051212485,72.99416666666667,285,0.0,36.75,0.3475177304964539,0.0,211.5,2,103.94469683442249,138,2015-03-15 08:33:46,2015-03-18 09:33:25,2015-03-20 08:33:46,2015-03-30 08:33:46,0,1,5,10
355342051238662,0.0,10,0.0,0.0,0.0,0.0,10.0,1,0.0,10,2015-07-05 10:44:25,2015-07-05 10:44:25,2015-07-10 10:44:25,2015-07-20 10:44:25,0,1,5,10
355342051242482,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,1,2015-02-19 00:06:32,2015-02-19 00:06:32,2015-02-24 00:06:32,2015-03-06 00:06:32,0,1,5,10
355342051289012,0.04138888888888889,229,0.5,40.0,0.5369127516778524,1.0,149.0,2,113.13708498984761,69,2015-10-08 00:52:25,2015-10-08 00:54:54,2015-10-13 00:52:25,2015-10-23 00:52:25,0,1,5,10
355342051289780,0.0,332,0.0,0.0,0.0,0.0,332.0,1,0.0,332,2015-01-25 09:57:17,2015-01-25 09:57:17,2015-01-30 09:57:17,2015-02-09 09:57:17,0,1,5,10
355342051297890,0.0,239,0.0,0.0,0.0,0.0,239.0,1,0.0,239,2015-09-18 11:36:48,2015-09-18 11:36:48,2015-09-23 11:36:48,2015-10-03 11:36:48,0,1,5,10
355342051332069,54.118611111111115,61,0.0,12.25,0.6712328767123288,0.0,36.5,2,34.64823227814083,12,2016-03-08 07:15:34,2016-03-10 13:22:41,2016-03-13 07:15:34,2016-03-23 07:15:34,0,1,5,10
355342051340468,0.0,288,0.0,0.0,0.0,0.0,288.0,1,0.0,288,2015-02-13 07:45:10,2015-02-13 07:45:10,2015-02-18 07:45:10,2015-02-28 07:45:10,0,1,5,10
355342051457304,0.0,2,0.0,0.0,0.0,0.0,2.0,1,0.0,2,2015-07-26 08:29:43,2015-07-26 08:29:43,2015-07-31 08:29:43,2015-08-10 08:29:43,0,1,5,10
355342051520663,0.0,294,0.0,0.0,0.0,0.0,294.0,1,0.0,294,2015-02-04 13:12:45,2015-02-04 13:12:45,2015-02-09 13:12:45,2015-02-19 13:12:45,0,1,5,10
355342051567508,0.0,317,0.0,0.0,0.0,0.0,317.0,1,0.0,317,2015-02-14 04:03:51,2015-02-14 04:03:51,2015-02-19 04:03:51,2015-03-01 04:03:51,0,1,5,10
355342051585765,0.03,89,0.75,16.5,2.869565217391304,1.0,23.0,4,44.02272140611028,0,2015-07-18 00:20:18,2015-07-18 00:22:06,2015-07-23 00:20:18,2015-08-02 00:20:18,0,1,5,10
355342051589593,0.0,267,0.0,0.0,0.0,0.0,267.0,1,0.0,267,2015-10-07 05:22:53,2015-10-07 05:22:53,2015-10-12 05:22:53,2015-10-22 05:22:53,1,0,5,10
355342051688593,0.0,1037,0.0,0.0,0.0,0.0,1037.0,1,0.0,1037,2015-02-22 02:57:24,2015-02-22 02:57:24,2015-02-27 02:57:24,2015-03-09 02:57:24,0,1,5,10
355342051783329,0.0,20,0.0,0.0,0.0,0.0,20.0,1,0.0,20,2016-02-07 06:21:18,2016-02-07 06:21:18,2016-02-12 06:21:18,2016-02-22 06:21:18,0,1,5,10
355342051826284,18.13138888888889,103,0.2,14.52,2.388157894736842,1.0,30.4,5,42.045213758524284,1,2016-02-17 10:16:36,2016-02-18 04:24:29,2016-02-22 10:16:36,2016-03-03 10:16:36,0,1,5,10
355342051866546,0.0,157,0.0,0.0,0.0,0.0,157.0,1,0.0,157,2015-04-26 08:22:48,2015-04-26 08:22:48,2015-05-01 08:22:48,2015-05-11 08:22:48,0,1,5,10
355342051946678,57.08305555555555,328,0.0,32.02777777777778,1.414723926380368,0.8,135.83333333333334,6,102.30819452354082,43,2015-01-20 02:10:46,2015-01-22 11:15:45,2015-01-25 02:10:46,2015-02-04 02:10:46,0,1,5,10
355342051974043,14.421666666666667,798,0.25,124.875,1.6733668341708543,1.0,298.5,4,339.5727707968745,66,2015-11-01 08:14:12,2015-11-01 22:39:30,2015-11-06 08:14:12,2015-11-16 08:14:12,0,1,5,10
355342052006225,0.0,1016,0.0,0.0,0.0,0.0,1016.0,1,0.0,1016,2015-08-23 09:18:58,2015-08-23 09:18:58,2015-08-28 09:18:58,2015-09-07 09:18:58,0,1,5,10
355342052068126,0.0,425,0.0,0.0,0.0,0.0,425.0,1,0.0,425,2015-03-01 09:13:04,2015-03-01 09:13:04,2015-03-06 09:13:04,2015-03-16 09:13:04,0,1,5,10
355342052079693,0.0,177,0.0,0.0,0.0,0.0,177.0,1,0.0,177,2015-05-09 15:26:30,2015-05-09 15:26:30,2015-05-14 15:26:30,2015-05-24 15:26:30,0,1,5,10
355342052086128,0.0,69,0.0,0.0,0.0,0.0,69.0,1,0.0,69,2015-03-25 11:27:00,2015-03-25 11:27:00,2015-03-30 11:27:00,2015-04-09 11:27:00,0,1,5,10
355342052128698,0.0,2409,0.0,0.0,0.0,0.0,2409.0,1,0.0,2409,2016-04-17 14:36:24,2016-04-17 14:36:24,2016-04-22 14:36:24,2016-05-02 14:36:24,0,1,5,10
355342052130223,22.219444444444445,966,0.0,64.328125,1.1401273885350318,1.0,451.375,8,327.17925951554884,27,2015-02-19 13:50:17,2015-02-20 12:03:27,2015-02-24 13:50:17,2015-03-06 13:50:17,0,1,5,10
355342052134613,0.0,1122,0.0,0.0,0.0,0.0,1122.0,1,0.0,1122,2016-05-08 14:22:48,2016-05-08 14:22:48,2016-05-13 14:22:48,2016-05-23 14:22:48,0,1,5,10
355342052138572,0.02666666666666667,127,0.5,18.0,0.3956043956043956,1.0,91.0,2,50.91168824543142,55,2015-12-10 08:43:28,2015-12-10 08:45:04,2015-12-15 08:43:28,2015-12-25 08:43:28,0,1,5,10
355342052150312,0.0,1450,0.0,0.0,0.0,0.0,1450.0,1,0.0,1450,2015-03-14 11:26:19,2015-03-14 11:26:19,2015-03-19 11:26:19,2015-03-29 11:26:19,0,1,5,10
355342052155162,59.07361111111111,52,0.0,8.0,0.4444444444444444,0.0,36.0,2,22.627416997969522,20,2015-10-06 13:04:17,2015-10-09 00:08:42,2015-10-11 13:04:17,2015-10-21 13:04:17,0,1,5,10
355342052204234,0.0,1020,0.0,0.0,0.0,0.0,1020.0,1,0.0,1020,2015-07-11 03:39:05,2015-07-11 03:39:05,2015-07-16 03:39:05,2015-07-26 03:39:05,0,1,5,10
355342052207641,0.0,28,0.0,0.0,0.0,0.0,28.0,1,0.0,28,2015-05-10 07:17:35,2015-05-10 07:17:35,2015-05-15 07:17:35,2015-05-25 07:17:35,0,1,5,10
355342052212005,0.0,1302,0.0,0.0,0.0,0.0,1302.0,1,0.0,1302,2015-02-19 10:28:20,2015-02-19 10:28:20,2015-02-24 10:28:20,2015-03-06 10:28:20,0,1,5,10
355342052240766,21.641111111111112,903,0.25,86.5,0.6211849192100538,1.0,557.0,4,296.4264945423514,200,2015-01-24 14:37:48,2015-01-25 12:16:16,2015-01-29 14:37:48,2015-02-08 14:37:48,0,1,5,10
355342052260723,0.0,799,0.0,0.0,0.0,0.0,799.0,1,0.0,799,2015-01-13 17:59:46,2015-01-13 17:59:46,2015-01-18 17:59:46,2015-01-28 17:59:46,0,1,5,10
355342052277628,0.0,229,0.0,0.0,0.0,0.0,229.0,1,0.0,229,2015-08-25 11:46:57,2015-08-25 11:46:57,2015-08-30 11:46:57,2015-09-09 11:46:57,0,1,5,10
355342052282057,16.843611111111112,3365,0.5,776.25,0.856551724137931,1.0,1812.5,2,2195.56655558423,260,2015-05-04 14:16:39,2015-05-05 07:07:16,2015-05-09 14:16:39,2015-05-19 14:16:39,0,1,5,10
355342052291587,0.0,305,0.0,0.0,0.0,0.0,305.0,1,0.0,305,2015-03-09 23:16:42,2015-03-09 23:16:42,2015-03-14 23:16:42,2015-03-24 23:16:42,0,1,5,10
355342052307037,0.0,1052,0.0,0.0,0.0,0.0,1052.0,1,0.0,1052,2015-05-21 12:50:51,2015-05-21 12:50:51,2015-05-26 12:50:51,2015-06-05 12:50:51,0,1,5,10
355342052369730,0.0,753,0.0,0.0,0.0,0.0,753.0,1,0.0,753,2015-03-07 05:31:25,2015-03-07 05:31:25,2015-03-12 05:31:25,2015-03-22 05:31:25,0,1,5,10
355342052427082,0.0,2,0.0,0.0,0.0,0.0,2.0,1,0.0,2,2015-11-05 10:53:09,2015-11-05 10:53:09,2015-11-10 10:53:09,2015-11-20 10:53:09,0,1,5,10
355342052436844,0.0,184,0.0,0.0,0.0,0.0,184.0,1,0.0,184,2015-06-01 14:16:54,2015-06-01 14:16:54,2015-06-06 14:16:54,2015-06-16 14:16:54,0,1,5,10
355342052496004,10.685,2198,0.75,236.9375,0.7580483903219356,1.0,1250.25,4,698.0975934638366,588,2015-01-17 16:08:22,2015-01-18 02:49:28,2015-01-22 16:08:22,2015-02-01 16:08:22,0,1,5,10
355342052522320,0.0,106,0.0,0.0,0.0,0.0,106.0,1,0.0,106,2015-11-12 12:11:10,2015-11-12 12:11:10,2015-11-17 12:11:10,2015-11-27 12:11:10,0,1,5,10
355342052624134,9.31861111111111,641,0.2777777777777778,26.07716049382716,2.735189381676918,1.0,171.61111111111111,18,206.71325376241782,0,2015-03-14 01:45:19,2015-03-14 11:04:26,2015-03-19 01:45:19,2015-03-29 01:45:19,0,1,5,10
355342052634166,0.0,64,0.0,0.0,0.0,0.0,64.0,1,0.0,64,2015-07-04 15:50:49,2015-07-04 15:50:49,2015-07-09 15:50:49,2015-07-19 15:50:49,0,1,5,10
355342052644751,0.0,60,0.0,0.0,0.0,0.0,60.0,1,0.0,60,2015-02-18 11:34:06,2015-02-18 11:34:06,2015-02-23 11:34:06,2015-03-05 11:34:06,0,1,5,10
355342052651822,0.0,656,0.0,0.0,0.0,0.0,656.0,1,0.0,656,2015-07-12 01:56:00,2015-07-12 01:56:00,2015-07-17 01:56:00,2015-07-27 01:56:00,0,1,5,10
355342052671697,0.0,125,0.0,0.0,0.0,0.0,125.0,1,0.0,125,2016-02-03 09:26:12,2016-02-03 09:26:12,2016-02-08 09:26:12,2016-02-18 09:26:12,0,1,5,10
355342052673875,0.15194444444444444,1110,0.6666666666666666,198.88888888888889,1.1623376623376622,1.0,513.3333333333334,3,535.62051242772,74,2015-10-20 09:56:47,2015-10-20 10:05:54,2015-10-25 09:56:47,2015-11-04 09:56:47,0,1,5,10
355342052736375,16.100277777777777,43,0.0,10.25,0.9111111111111111,1.0,22.5,2,28.991378028648448,2,2015-04-10 10:53:41,2015-04-11 02:59:42,2015-04-15 10:53:41,2015-04-25 10:53:41,1,0,5,10
355342052747661,0.1363888888888889,944,0.3333333333333333,103.77777777777779,0.49209694415173877,1.0,632.6666666666666,3,295.93974611960004,355,2015-07-16 06:23:53,2015-07-16 06:32:04,2015-07-21 06:23:53,2015-07-31 06:23:53,0,1,5,10
355342052825764,0.024722222222222222,13,0.5,1.875,1.3636363636363635,1.0,5.5,4,5.066228051190222,2,2015-05-01 07:36:12,2015-05-01 07:37:41,2015-05-06 07:36:12,2015-05-16 07:36:12,0,1,5,10
355342063471335,2.1158333333333332,289,0.0,22.53125,1.657471264367816,1.0,108.75,8,90.67012423379285,13,2015-09-27 05:26:34,2015-09-27 07:33:31,2015-10-02 05:26:34,2015-10-12 05:26:34,0,1,5,10
355342063479437,0.0,27,0.0,0.0,0.0,0.0,27.0,1,0.0,27,2015-03-23 07:18:25,2015-03-23 07:18:25,2015-03-28 07:18:25,2015-04-07 07:18:25,2,0,5,10
355342063481656,0.0,8,0.0,0.0,0.0,0.0,8.0,1,0.0,8,2015-05-11 10:11:18,2015-05-11 10:11:18,2015-05-16 10:11:18,2015-05-26 10:11:18,0,1,5,10
355342063580531,0.0961111111111111,131,0.8333333333333334,6.888888888888888,0.4609665427509293,1.0,89.66666666666667,6,33.95094500402996,41,2016-03-27 03:48:08,2016-03-27 03:53:54,2016-04-01 03:48:08,2016-04-11 03:48:08,0,1,5,10
355342063596669,0.0,227,0.0,0.0,0.0,0.0,227.0,1,0.0,227,2015-03-21 11:40:26,2015-03-21 11:40:26,2015-03-26 11:40:26,2015-04-05 11:40:26,0,1,5,10
355343050121941,0.19055555555555556,2537,0.5,544.5,0.7520718232044199,1.0,1448.0,2,1540.0785694243004,359,2015-01-17 14:16:15,2015-01-17 14:27:41,2015-01-22 14:16:15,2015-02-01 14:16:15,0,1,5,10
355343050165724,0.0,1047,0.0,0.0,0.0,0.0,1047.0,1,0.0,1047,2015-01-28 12:59:46,2015-01-28 12:59:46,2015-02-02 12:59:46,2015-02-12 12:59:46,0,1,5,10
355343050229231,0.0,289,0.0,0.0,0.0,0.0,289.0,1,0.0,289,2015-11-07 10:57:51,2015-11-07 10:57:51,2015-11-12 10:57:51,2015-11-22 10:57:51,0,1,5,10
355343050259485,0.08583333333333333,26,0.1111111111111111,1.4567901234567902,1.0172413793103448,1.0,12.88888888888889,9,9.584420228219916,3,2015-03-28 09:09:40,2015-03-28 09:14:49,2015-04-02 09:09:40,2015-04-12 09:09:40,0,1,5,10
355343050279129,0.0,1240,0.0,0.0,0.0,0.0,1240.0,1,0.0,1240,2015-01-31 06:22:46,2015-01-31 06:22:46,2015-02-05 06:22:46,2015-02-15 06:22:46,0,1,5,10
355343050284327,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,1,2015-02-24 03:04:53,2015-02-24 03:04:53,2015-03-01 03:04:53,2015-03-11 03:04:53,0,1,5,10
355343050285837,0.0,259,0.0,0.0,0.0,0.0,259.0,1,0.0,259,2015-03-21 03:36:28,2015-03-21 03:36:28,2015-03-26 03:36:28,2015-04-05 03:36:28,0,1,5,10
355343050307672,0.009444444444444445,5,0.0,0.75,0.42857142857142855,1.0,3.5,2,2.1213203435596424,2,2016-01-15 11:39:40,2016-01-15 11:40:14,2016-01-20 11:39:40,2016-01-30 11:39:40,0,1,5,10
355343050326078,104.90944444444445,170,0.0,42.0,0.9767441860465116,0.0,86.0,2,118.79393923933998,2,2015-09-29 02:46:19,2015-10-03 11:40:53,2015-10-04 02:46:19,2015-10-14 02:46:19,0,1,5,10
355343050377600,0.0,2,0.0,0.0,0.0,0.0,2.0,1,0.0,2,2015-10-17 08:24:12,2015-10-17 08:24:12,2015-10-22 08:24:12,2015-11-01 08:24:12,0,1,5,10
355343050379812,0.0,378,0.0,0.0,0.0,0.0,378.0,1,0.0,378,2015-01-27 13:45:18,2015-01-27 13:45:18,2015-02-01 13:45:18,2015-02-11 13:45:18,0,1,5,10
355343050386817,0.0,9,0.0,0.0,0.0,0.0,9.0,1,0.0,9,2015-03-11 11:44:39,2015-03-11 11:44:39,2015-03-16 11:44:39,2015-03-26 11:44:39,0,1,5,10
355343050399380,0.0,101,0.0,0.0,0.0,0.0,101.0,1,0.0,101,2015-08-10 13:50:05,2015-08-10 13:50:05,2015-08-15 13:50:05,2015-08-25 13:50:05,0,1,5,10
355343050408959,0.0,7,0.0,0.0,0.0,0.0,7.0,1,0.0,7,2016-04-06 09:15:55,2016-04-06 09:15:55,2016-04-11 09:15:55,2016-04-21 09:15:55,0,1,5,10
